rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
877,1761.01,1761,424391516,424391516,1,,18h46m18.63s,281.577645,+75d18m12.12s,75.303367,16.211,25.568,2458694.804,11.5919,3.520404,375.90792,2.381151,174.353735,926.781943,10.5951,242.537,6311,4.37813,1.19407,2/27/2020 22:12,6/18/2020 12:00
878,1762.01,1762,435680451,435680451,1,,01h11m39.6s,17.915004,+79d09m55.77s,79.165492,45.345,-21.595,2458810.918,24.149899,3.103126,1655.306028,3.921671,38.922973,637.046673,10.5949,174.195,6156,4.55262,0.94842,2/27/2020 22:12,2/28/2020 12:00
879,1763.01,1763,441739871,441739871,1,,17h18m15.4s,259.564164,+74d18m09.8s,74.302721,-4.965,-38.32,2458684.785,3.79794,1.090203,2050.870295,2.290914,22.374082,554.697307,12.8123,88.0677,3520,4.76125,0.472869,2/27/2020 22:12,2/28/2020 12:00
880,1764.01,1764,1551345500,1551345500,1,,18h29m10.32s,277.29301,+55d18m47.19s,55.313107,147.326,-10.353,2458701.528,47.386525,2.037745,36913.02447,16.472604,2.512794,321.11381,11.2018,87.2876,4415,4.69831,0.615607,2/27/2020 22:12,2/28/2020 12:00
881,1765.01,1765,272672133,272672133,1,,15h36m58.03s,234.241791,+67d27m09.28s,67.452579,-34.737,26.803,2458872.515,3.493918,2.153827,3822.230112,5.920291,286.624481,1049.416938,11.7176,229.44,5203.4,4.47,0.904432,3/12/2020 15:35,7/17/2020 10:00
882,1766.01,1766,67666096,67666096.01,1,KP,09h54m34.35s,148.643119,+40d23m16.6s,40.387945,-28.328,-24.411,2458872.854,2.70337,2.963,10360,16.5874,1405.94,1705,9.43351,210.252,6518,4.15,1.61,3/12/2020 15:35,3/12/2020 16:00
883,1767.01,1767,8767448,8767448.01,1,KP,09h20m24.71s,140.102965,+33d52m56.38s,33.882329,-2.155,-20.319,2458870.744,4.353217,3.997923,9420.455762,16.08714,962.560945,1420.61635,9.98111,227.537,5914,4.07,1.58536,3/12/2020 15:35,3/12/2020 16:00
884,1768.01,1768,137906197,137906197,1,,10h08m24.67s,152.102783,+55d32m23.86s,55.53996,-21.636,-26.851,2458878.578,7.33855,4.08,860,3.07592,291.965,1151,9.91008,157.597,5994,4.4,1.1,3/12/2020 15:35,3/13/2020 12:00
885,1769.01,1769,287225295,287225295,1,,09h36m00.08s,144.000344,+51d36m28.02s,51.607784,-16.952,48.001,2458871.396,0.60987,0.387,550,3.26528,720.639,1443,9.4819,90.6965,5493,4.52,0.89,3/12/2020 15:35,3/13/2020 12:00
886,177.01,177,262530407,262530407,1,,01h21m45.22s,20.438428,-46d42m53s,-46.714723,-111.206,-79.827,2458356.153,2.853133,1.264674,1589.963257,2.175406,42.954624,652.938416,9.49275,22.4751,3703,4.76229,0.525,10/11/2018 19:07,12/17/2019 10:00
887,1770.01,1770,457138169,457138169,1,,09h25m28.31s,141.367951,+50d54m31.95s,50.908874,-28.379,8.392,2458871.726,1.09254,0.833,860,4.47355,1150.85,1622,9.22437,163.438,6273,4.2,1.45,3/12/2020 15:35,3/13/2020 12:00
888,1771.01,1771,252479260,252479260,1,KP,10h22m43.55s,155.681459,+50d07m43.36s,50.128711,-26.182,83.727,2458871.63,3.212214,2.851678,13898.59785,12.460274,462.769601,1182.935201,9.007,81.7647,5357.7,4.37,1.04181,3/12/2020 15:35,3/12/2020 16:00
889,1772.01,1772,85293053,85293053.01,1,,10h27m21.05s,156.837704,+34d23m27.42s,34.39095,-39.423,-19.086,2458871.756,8.05147,3.405,590,2.45751,134.536,948,9.3523,97.7562,5583.1,4.44,1,3/12/2020 15:35,6/18/2020 12:00
890,1773.01,1773,332064670,332064670,1,KP,08h52m35.24s,133.146837,+28d19m47.33s,28.329815,-485.872,-233.651,2458872.163,0.73665,1.459,340,1.79818,2132.93,1893,5.2058,12.5855,5250,4.42,0.96,3/12/2020 15:35,3/12/2020 16:00
891,1774.01,1774,4897275,4897275.01,1,,09h52m38.86s,148.161931,+35d06m39.63s,35.111008,264.673,-150.27,2458872.341,16.710042,5.400465,615.287363,2.739662,73.760947,747.440061,7.6474,53.974,5853.7,4.38636,1.09271,3/12/2020 15:35,3/13/2020 12:00
892,1775.01,1775,9348006,9348006.01,1,,10h00m27.62s,150.115101,+39d27m27.9s,39.457751,-5.839,-15.296,2458877.565,10.240374,3.647507,9295.317853,8.07481,60.479059,711.247913,10.9184,149.234,5251,4.54337,0.83944,3/12/2020 15:35,3/13/2020 12:00
893,1776.01,1776,21535395,21535395.01,1,,10h59m06.55s,164.777291,+40d59m01.38s,40.983718,214.702,25.647,2458871.489,2.800991,1.49854,204.855333,1.403392,560.334922,1240.885393,7.6586,44.647,5723.87,4.49543,0.945408,3/12/2020 15:35,6/18/2020 12:00
894,1777.01,1777,29191624,29191624.01,1,,10h07m13.69s,151.807032,+46d06m53.57s,46.114881,-0.714,-22.108,2458873.298,14.653199,2.497633,530.486438,2.332202,71.507681,741.665236,8.737001,79.7665,5859.45,4.4776,0.983752,3/12/2020 15:35,3/13/2020 12:00
895,1778.01,1778,39699648,39699648.01,1,,09h07m06.63s,136.777644,+46d40m20.73s,46.672425,-68.542,-40.838,2458876.025,6.515951,2.533431,434.584347,2.829971,414.067919,1150.502709,8.4594,99.451,6023,4.23995,1.32944,3/12/2020 15:35,3/13/2020 12:00
896,1779.01,1779,67646988,67646988.01,1,KP,09h51m04.45s,147.768528,+35d58m06.8s,35.968556,-100.975,-171.822,2458871.022,1.881719,1.242152,102853.759,9.925999,21.193471,547.23047,12.4368,33.928,3138,4.91873,0.306378,3/12/2020 15:35,3/12/2020 16:00
897,178.01,178,251848941,251848941,1,,00h29m12.48s,7.302011,-30d27m14.82s,-30.454116,149.953,-87.253,2458360.242,6.558054,2.233632,1461.710083,2.773247,35.846214,624.066101,10.42,62.699,4111,4.55528,0.701202,10/11/2018 19:07,12/17/2019 10:00
898,178.02,178,251848941,251848941,2,,00h29m12.48s,7.302011,-30d27m14.82s,-30.454116,149.953,-87.253,2458354.552,10.354252,2.236524,1657.067871,3.751004,19.497772,535.939758,10.42,62.699,4111,4.55528,0.701202,10/11/2018 19:07,12/17/2019 10:00
899,178.03,178,251848941,251848941,3,,00h29m12.48s,7.302011,-30d27m14.82s,-30.454116,149.953,-87.253,2458362.953,9.955936,2.521805,1126.601724,2.323174,20.544734,542.993812,10.42,62.699,4111,4.55528,0.701202,10/22/2018 19:57,7/10/2020 18:05
900,1780.01,1780,99834717,99834717.01,1,KP,11h00m40.13s,165.167198,+64d57m49.84s,64.963845,-22.389,-32.425,2458871.724,1.706307,1.613599,12242.39542,10.611799,652.774216,1289.170911,12.212,262.706,4974,4.44059,0.902915,3/12/2020 15:35,3/12/2020 16:00
901,1781.01,1781,137881699,137881699,1,KP,10h02m17.43s,150.572626,+53d57m02.97s,53.950824,-9.381,-15.255,2458872.644,2.972133,4.741896,8471.562642,18.196081,2615.417439,1823.916715,12.5119,935.456,6101.12,3.92024,1.94654,3/12/2020 15:35,3/12/2020 16:00
902,1782.01,1782,160045097,160045097,1,,14h12m18.91s,213.078772,+74d24m42.45s,74.411791,-79.455,39.548,2458872.622,4.987638,2.308306,1507.899721,2.564396,56.046247,697.840843,11.3069,95.2649,4336,4.62012,0.668693,3/12/2020 15:35,6/18/2020 12:00
903,1782.02,1782,160045097,160045097,2,,14h12m18.91s,213.078772,+74d24m42.45s,74.411791,-79.455,39.548,2458683.556,1.828981,1.502387,740.918713,1.847739,213.53092,974.955834,11.3069,95.2649,4336,4.62012,0.668693,7/16/2020 4:56,7/18/2020 12:00
904,1783.01,1783,229938290,229938290,1,,19h10m43.44s,287.681017,+64d09m13.18s,64.153662,3.633,74.309,2458871.091,1.419866,1.30585,465.21062,2.282278,1263.183253,1520.499702,9.2742,88.3983,5406,4.42475,0.984511,3/12/2020 15:35,6/25/2020 12:00
905,1784.01,1784,241196395,241196395,1,,10h14m11.92s,153.549683,+29d05m07.89s,29.085524,-35.035,-10.469,2458871.71,2.093578,0.853,2339.749224,7.197862,1885.761325,1680.704763,9.61433,171.945,6435.69,4.3758,1.22538,3/12/2020 15:35,3/13/2020 12:00
906,1785.01,1785,230386259,230386259,1,,19h02m54.85s,285.728523,+63d56m55.86s,63.948849,-3.749,-12.882,2458690.607,11.00468,4.935,280,4.69941,223.46,1077,9.6746,384.225,6264,4.25903,2.87,3/12/2020 14:22,5/5/2020 16:00
907,1786.01,1786,86280613,86280613.01,1,,09h26m53.06s,141.721087,+61d41m56.39s,61.698996,-12.552,-19.926,2458851.59,9.5727,2.507,3430,20.6825,451.638,1284,9.5173,248.695,6505,4.04,1.83,3/12/2020 14:22,3/13/2020 12:00
908,1787.01,1787,372730331,372730331,1,,10h09m19.31s,152.33046,+39d09m44.68s,39.162411,14.865,-30.222,2458870.69,8.70431,2.606,8150,26.7486,332.862,1189,10.3774,327.863,6427,4.11,1.67,3/12/2020 14:22,3/13/2020 12:00
909,1788.01,1788,450327768,450327768,1,FP,10h40m55.01s,160.229227,+35d54m48.07s,35.913354,-48.379,-72.308,2458875.047,5.34326,1.426,6980,10.4171,52.9343,751,10.1883,191.532,5776,4.25,1.26,3/12/2020 14:22,5/7/2020 12:00
910,1789.01,1789,172518755,172518755,1,,09h30m58.42s,142.743406,+26d32m23.98s,26.539995,-7.999,-39.545,2458873.653,3.20875,2.189,2650,19.8795,2362.05,1942,9.1824,229.067,5971.4,3.77,2.26,3/12/2020 14:22,3/13/2020 12:00
911,179.01,179,207141131,207141131,1,,02h57m02.88s,44.262014,-56d11m30.73s,-56.191869,-36.676,50.599,2458354.588,4.137394,1.829919,1134.536743,2.813921,181.276428,935.847473,8.1796,38.5653,5058,4.51761,0.838949,10/11/2018 19:07,12/17/2019 10:00
912,1790.01,1790,310981412,310981412,1,,10h45m42.67s,161.42778,+69d12m02.81s,69.20078,-23.372,-1.811,2458684.16,9.62517,3.725,540,2.03371,170.739,1007,10.2728,164.178,6149,4.57,0.93,3/12/2020 14:22,3/13/2020 12:00
913,1791.01,1791,233684293,233684293,1,,17h23m03.09s,260.762886,+63d06m38.67s,63.110741,-20.567,-6.634,2458688.998,48.47912,8.088,320,4.43282,29.9208,651,9.05769,247.435,6153,3.72,2.47,3/12/2020 14:22,6/18/2020 12:00
914,1792.01,1792,29191596,29191596.01,1,,10h06m52.81s,151.720029,+45d52m59.98s,45.883328,-123.738,-49.059,2458871.163,8.81866,6.249,420,3.66576,4703.93,2307,8.676,69.3223,5502.5,4.43,0.99,3/12/2020 15:27,3/13/2020 12:00
915,1793.01,1793,304142124,304142124,1,CP,10h59m25.52s,164.856336,-56d37m24.8s,-56.623556,-416.88,-119.71,2458585.255,,4.276,2070,4.06425,45.0384,721,7.8436,36.9941,5175,4.51,0.87,3/16/2020 9:31,8/12/2020 16:00
916,1794.01,1794,286916251,286916251,1,,13h33m35.4s,203.397486,+49d03m39.03s,49.060843,-33.034,-68.024,2458899.367,8.775858,3.364651,623.995712,3.397334,228.554487,991.670029,9.69924,155.791,5707,4.21803,1.29921,4/15/2020 12:38,6/18/2020 12:00
917,1795.01,1795,135083444,135083444,1,FP,12h17m28.06s,184.3669,+19d50m23.96s,19.839989,-35.126,-3.673,2458899.61,2.791791,1.466425,1018.977143,6.000207,1003.835844,1435.606527,10.0721,183.175,6071,4.36,1.16271,4/15/2020 12:38,6/12/2020 12:00
918,1796.01,1796,138819293,138819293,1,KP,11h42m12.13s,175.550536,+26d42m11.04s,26.703067,895.047,-814.031,2458899.672,2.643973,0.954893,6480.559516,3.764061,29.430907,594.046803,8.40346,9.75321,3456,4.8,0.425432,4/15/2020 12:38,4/18/2020 12:00
919,1797.01,1797,368435330,368435330,1,,10h51m06.41s,162.776697,+25d38m27.83s,25.641065,-92.839,-23.217,2458902.873,3.645428,2.311889,891.169638,3.213549,535.519147,1226.912244,8.6259,82.3432,5922,4.43,1.04904,4/15/2020 12:38,6/18/2020 12:00
920,1798.01,1798,198153540,198153540,1,,14h04m22.54s,211.093937,+46d31m09.42s,46.519283,-27.345,-27.119,2458902.03,8.018944,3.447698,935.442375,2.387534,69.788339,737.166286,10.5191,113.181,5165.2,4.59,0.784618,4/15/2020 12:38,6/18/2020 12:00
921,1798.02,1798,198153540,198153540,2,,14h04m22.54s,211.093937,+46d31m09.42s,46.519283,-27.345,-27.119,2458739.081,0.437783,1.210769,265.085464,1.279839,3369.723124,1943.20359,10.5191,113.181,5165.2,4.59,0.784618,7/16/2020 4:56,7/17/2020 13:08
922,1799.01,1799,8967242,8967242.01,1,,11h08m55.9s,167.232915,+34d18m10.85s,34.303015,-9.033,-40.835,2458904.816,7.093853,2.510763,284.238114,1.627715,163.466136,911.961908,8.3662,62.1274,5690,4.48062,0.956941,4/15/2020 12:38,6/18/2020 12:00
923,180.01,180,51912829,51912829.01,1,FP,00h57m11.67s,14.298639,-67d29m46.28s,-67.496189,22.671,16.495,2458325.898,0.835398,1.480314,2689.072754,14.870042,19472.25,3012.824219,9.5183,264.72,6082,3.77654,2.28668,10/19/2018 23:49,12/17/2019 10:00
924,1800.01,1800,17993892,17993892.01,1,KP,11h25m05.98s,171.274935,+41d01m40.88s,41.028021,-1.088,13.243,2458902.304,4.124426,3.83165,9218.735716,12.649663,561.511026,1241.536013,11.1065,277.278,5634,4.24009,1.25599,4/15/2020 12:38,4/18/2020 12:00
925,1801.01,1801,119584412,119584412,1,,11h42m18.14s,175.575599,+23d01m37.32s,23.027033,-205.015,41.426,2458903.544,21.284406,2.768581,1546.632264,2.170286,3.760847,355.174002,9.85623,30.6796,3815,4.69775,0.545591,4/15/2020 12:38,6/18/2020 12:00
926,1802.01,1802,138762614,138762614,1,,10h57m01.28s,164.255313,+24d52m56.42s,24.882338,68.482,-20.501,2458904.155,16.796111,3.49893,1816.275598,2.506646,5.9204,397.839148,11.1341,60.6931,3859,4.66612,0.582436,4/15/2020 12:38,6/18/2020 12:00
927,1803.01,1803,144401492,144401492,1,,11h52m11.07s,178.046105,+35d10m18.48s,35.1718,-86.445,3.089,2458911.674,12.891153,2.22763,3496.122349,4.026665,24.09482,565.067942,11.1476,119.24,4868.61,4.6604,0.689401,4/15/2020 12:38,6/18/2020 12:00
928,1803.02,1803,144401492,144401492,2,,11h52m11.07s,178.046105,+35d10m18.48s,35.1718,-86.445,3.089,2458904.623,6.294392,2.227729,2052.771179,3.132298,62.667296,717.595966,11.1476,119.24,4868.61,4.6604,0.689401,4/15/2020 12:38,6/18/2020 12:00
929,1804.01,1804,148679712,148679712,1,,11h28m41.07s,172.171122,+46d28m49.67s,46.480464,-4.622,-29.055,2458901.509,4.926312,3.153584,733.783861,3.008378,282.479343,1045.602043,10.1345,139.11,5428.81,4.3631,1.0603,4/15/2020 12:38,4/15/2020 12:00
930,1805.01,1805,165763244,165763244,1,,15h28m33.72s,232.140492,+55d11m07.15s,55.18532,54.161,-22.81,2458901.501,24.073068,3.833604,1285.659282,3.11764,19.884164,538.575488,10.7939,142.849,5232.43,4.52455,0.855433,4/15/2020 12:38,6/18/2020 12:00
931,1806.01,1806,166648874,166648874,1,,11h04m28.36s,166.118147,+30d27m30.87s,30.458576,-163.272,-40.435,2458909.547,15.145469,2.583015,5581.071379,3.409537,2.147297,308.739903,12.6196,55.5211,3272,4.82521,0.401575,4/15/2020 12:38,4/15/2020 12:00
932,1807.01,1807,180695581,180695581,1,,13h25m07.83s,201.282626,+38d55m20.52s,38.922367,-124.713,-27.377,2458899.346,0.549343,1.002584,368.994339,1.525893,1592.916641,1611.268853,9.0363,42.5775,4612.99,4.56172,0.741027,4/15/2020 12:38,6/18/2020 12:00
933,1808.01,1808,307734817,307734817,1,FP,11h26m23.29s,171.59704,+28d03m23.53s,28.056535,-17.679,-3.216,2458900.911,2.1075,1.909348,4256.174301,11.770613,3058.10883,1896.631607,11.6735,556.917,6351.66,4.13453,1.59204,4/15/2020 12:38,5/25/2020 12:00
934,1809.01,1809,347329162,347329162,1,KP,12h13m27.85s,183.36604,+23d03m20.47s,23.055687,-36.695,2.792,2458902.718,4.617208,3.588807,11180.68511,12.041519,414.646765,1150.904584,11.5384,321.084,5797,4.36164,1.1136,4/15/2020 12:38,4/18/2020 12:00
935,181.01,181,76923707,76923707.01,1,,23h28m41.41s,352.172541,-34d29m29.08s,-34.49141,111.364,-2.588,2458358.118,4.532037,2.373894,7256.580566,6.322712,120.014244,844.166199,10.4654,96.2338,4983,4.61445,0.741265,10/22/2018 19:57,12/17/2019 10:00
936,1810.01,1810,373693175,373693175,1,KP,12h33m03.89s,188.266205,+44d54m55.32s,44.915367,-11.641,8.065,2458899.477,1.327352,2.230884,17640.48989,14.284705,1779.068283,1656.410229,11.6281,294.419,5555.05,4.36832,1.07272,4/15/2020 12:38,4/18/2020 12:00
937,1811.01,1811,376524552,376524552,1,,12h35m41.37s,188.922358,+27d12m51.76s,27.214377,-45.874,-10.766,2458899.872,3.712964,1.993545,17974.87458,11.90497,160.164249,907.32138,11.1237,128.23,4719,4.49738,0.812087,4/15/2020 12:38,4/15/2020 12:00
938,1812.01,1812,207425167,207425167,1,,16h10m59.49s,242.747885,+58d17m40.39s,58.294553,20.507,0.114,2458924.593,,7.302757,9219.897843,7.043081,25.155113,571.184373,11.6463,172.534,5059.36,4.62542,0.738692,4/17/2020 12:27,7/17/2020 13:08
939,1812.02,1812,207425167,207425167,3,,16h10m59.49s,242.747885,+58d17m40.39s,58.294553,20.507,0.114,2458902.456,11.614081,3.022125,1716.062814,3.083628,35.67874,623.335881,11.6463,172.534,5059.36,4.62542,0.738692,7/16/2020 4:56,7/18/2020 12:00
940,1812.03,1812,207425167,207425167,3,,16h10m59.49s,242.747885,+58d17m40.39s,58.294553,20.507,0.114,2458716.196,17.57454,5.222,4560,4.98812,40.1251,701,11.6463,172.534,5059.36,4.62542,0.74,4/17/2020 11:50,6/18/2020 12:00
941,1813.01,1813,377290815,377290815,1,FP,19h06m22.32s,286.592985,+56d37m45.52s,56.629312,-13.704,-41.7,2458684.127,0.798,0.679,190,2.95586,898.537,1525,9.91892,285.002,6194.2,4,1.84,4/17/2020 11:50,6/9/2020 12:00
942,1814.01,1814,160440924,160440924,1,,15h47m16.05s,236.816882,+77d13m57.51s,77.232643,5.111,-20.299,2458685.507,6.36578,4.484,400,4.74434,224.166,1077,10.8247,362.522,4971,,2.39,4/17/2020 11:50,4/17/2020 12:00
943,1815.01,1815,233720539,233720539,1,,18h25m31.03s,276.379287,+63d29m17.17s,63.488103,1.579,0.632,2458684.291,2.55532,5.158,6690,20.6535,4664.45,2302,10.8946,617.233,6454,3.77,2.48,4/17/2020 11:50,5/7/2020 16:00
944,1816.01,1816,237108272,237108272,1,,17h08m33.47s,257.139454,+78d35m13.4s,78.587055,10.3,14.6,2458688.289,22.7873,5.334,410,2.42982,57.1127,,9.303001,117.652,5845,,1.16,4/17/2020 11:50,4/17/2020 12:00
945,1817.01,1817,285094173,285094173,1,,12h26m19.65s,186.581874,+46d28m14.97s,46.470824,-29.951,0.694,2458908.324,6.69695,2.01,1610,5.96855,98.3875,877,10.4966,276.417,6131.3,4.18,1.45,4/17/2020 11:50,4/17/2020 12:00
946,1818.01,1818,330799746,330799746,1,,12h52m31.48s,193.131175,+34d54m03.7s,34.901028,23.706,-15.102,2458906.802,5.51078,4.473,3420,9.87298,681.494,1423,10.9901,401.96,6236.9,4.09,1.63,4/17/2020 11:50,4/17/2020 12:00
947,1819.01,1819,341815767,341815767,1,,17h50m04.85s,267.520221,+54d38m10.06s,54.636127,24.675,-11.924,2458685.556,3.09374,2.451,150,1.72207,936.396,1541,8.98018,160.295,6610,4.24,1.47,4/17/2020 11:50,8/15/2020 12:00
948,182.01,182,76989773,76989773.01,1,FP,23h33m10.56s,353.294016,-35d27m50.34s,-35.463982,-104.626,-83.796,2458355.083,1.769141,1.958463,9408.639648,19.12079,1368.692871,1551.301636,9.623,118.9382,5569,4.32065,1.13502,10/22/2018 19:57,12/20/2019 10:00
949,1820.01,1820,393831507,393831507,1,,12h30m44.81s,187.686721,+27d27m07.21s,27.452002,50.543,-33.934,2458903.063,4.86071,2.722,6210,11.5535,370.206,1222,10.5268,248.504,5778.2,4.16,1.4,4/17/2020 11:50,4/17/2020 12:00
950,1821.01,1821,82308728,82308728.01,1,KP,11h14m33.04s,168.637658,+25d42m38.15s,25.710596,-107.534,48.662,2458904.926,9.497,2.268,660,2.1484,179.955,1020,6.9859,21.5618,5120,4.6,0.77,4/17/2020 11:50,4/18/2020 12:00
951,1822.01,1822,9392421,9392421.01,1,,11h11m06.68s,167.777848,+39d31m36.02s,39.526673,4.76,-22.441,2458911.718,9.61396,5.27,6940,14.3732,188.842,1032,10.7184,312.52,5637.7,3.97,1.71,4/17/2020 11:50,4/17/2020 12:00
952,1823.01,1823,142381532,142381532,1,,13h04m52.73s,196.21972,+63d45m11.74s,63.753261,-65.327,-123.081,2458715.186,194.05,5.949,9470,8.14298,9.311,486,9.7722,71.6456,4760,4.49,0.82,4/17/2020 11:50,6/18/2020 12:00
953,1824.01,1824,142387023,142387023,1,,13h10m55.49s,197.731229,+61d44m41.46s,61.744849,4.548,16.362,2458719.89,22.80811,4.004,800,2.40173,17.2869,568,8.9754,59.4314,5182,4.55,0.82,4/17/2020 11:50,6/18/2020 12:00
954,1825.01,1825,229750058,229750058,1,,18h42m43s,280.679168,+66d18m11.2s,66.303112,-3.214,45.349,2458693.15,10.18246,2.907,10730,11.1087,75.3401,820,11.7204,285.509,5450,4.42,1.01,5/7/2020 18:04,5/8/2020 12:00
955,1826.01,1826,229400092,229400092,1,CP,19h29m50.12s,292.458821,+62d31m45.08s,62.529189,20.957,-6.056,2459012.03,4.141717,2.360517,10682.02004,13.249953,462.892255,1183.013575,11.2086,265.471,5418.3,4.31,1.15614,5/7/2020 18:04,8/11/2020 16:00
956,1827.01,1827,390651552,390651552,1,,12h47m55.57s,191.981531,+09d44m57.9s,9.749418,-1008.6,-459.8,2458928.225,1.467126,1.007329,1599.52799,1.333326,39.491955,639.362128,8.8223,8.07426,3297,4.89,0.331472,5/7/2020 18:04,6/15/2020 12:00
957,1828.01,1828,232982938,232982938,1,,16h06m14.94s,241.562248,+69d37m18.49s,69.621802,-13.263,23.836,2458690.733,9.09422,4.531,2930,8.74023,211.368,1062,11.1315,369.986,5759.8,4.07,1.56,5/7/2020 18:04,5/8/2020 12:00
958,1829.01,1829,235905185,235905185,1,,19h23m30.58s,290.877426,+78d45m15.18s,78.754217,-1.13,4.933,2458933.077,6.29082,3.232455,22512.83526,15.820395,201.938075,961.444684,12.8784,479.529,5565,4.41544,1.01607,5/7/2020 18:04,8/11/2020 16:00
959,183.01,183,183979262,183979262,1,,01h26m36.07s,21.650295,-72d44m55.95s,-72.748874,76.603,20.878,2458326.104,3.430776,3.130096,8980.217773,30.195551,4985.942871,2143.169678,8.3291,213.024,6270,3.61332,2.8586,10/19/2018 23:49,12/17/2019 10:00
960,1830.01,1830,20182165,20182165.01,1,FP,15h04m43.5s,226.181249,+38d36m19.35s,38.605375,-15.53,34.152,2458936.907,9.781642,3.265213,18191.8894,16.57548,224.020486,986.714893,7.0166,50.3098,6327.16,4.37297,1.20505,5/7/2020 18:04,6/12/2020 12:00
961,1831.01,1831,27194429,27194429.01,1,,13h21m48.66s,200.452735,+17d45m55.57s,17.765435,-23.385,-11.356,2458928.118,0.555293,0.848036,406.147918,4.694296,44856.8007,3711.733815,7.43229,128.273,6864,3.89932,2.26817,5/7/2020 18:04,5/8/2020 12:00
962,1832.01,1832,307956397,307956397,1,,17h06m38.94s,256.662266,+63d46m43.09s,63.778635,-17.393,13.12,2458930.718,4.151395,2.393291,9086.395965,7.747577,121.84223,847.36244,12.9233,270.313,4652,4.52358,0.779578,5/7/2020 18:04,5/8/2020 12:00
963,1833.01,1833,61098812,61098812.01,1,KP,13h41m49.02s,205.454246,-00d07m41.42s,-0.128171,-10.892,-24.685,2458931.236,3.69358,4.505586,8601.728461,17.189267,1639.118541,1622.827432,9.87229,251.303,6097.47,3.99566,1.78076,5/7/2020 18:04,5/9/2020 12:00
964,1834.01,1834,71612483,71612483.01,1,FP,13h29m10.62s,202.294251,+31d24m06.9s,31.401916,-82.096,-7.129,2458928.269,1.216809,2.047102,14813.68843,19.873197,1852.730991,1673.296263,11.4951,265.941,5610,4.42006,1.01737,5/7/2020 18:04,6/8/2020 12:00
965,1835.01,1835,347332255,347332255,1,,12h39m21.41s,189.839224,+20d01m38.42s,20.027338,-81.959,-104.589,2458932.764,5.64196,3.08715,543.838848,1.824584,119.417118,843.114185,7.6621,32.1585,5297,4.61016,0.782479,5/7/2020 18:04,6/18/2020 12:00
966,1835.02,1835,347332255,347332255,2,,12h39m21.41s,189.839224,+20d01m38.42s,20.027338,-81.959,-104.589,2458937.873,,3.94545,886.483824,2.539899,48.400623,672.717133,7.6621,32.1585,5297,4.61016,0.782479,5/7/2020 18:04,6/18/2020 12:00
967,1836.01,1836,207468071,207468071,1,,16h23m37.9s,245.907924,+54d41m24.28s,54.690077,-38.232,73.206,2458749.729,20.38184,6.253,2170,7.88051,108.11,898,9.29416,191.649,6351,4.12,1.62,5/7/2020 18:04,7/28/2020 16:00
968,1837.01,1837,144441148,144441148,1,,13h51m37.42s,207.905911,+33d29m32.6s,33.49239,-50.001,-10.001,2458931.251,5.818224,1.194366,1069.570992,7.823103,1053.479741,1453.03574,8.70842,159.375,5961.28,3.87842,1.99038,5/7/2020 18:04,5/8/2020 12:00
969,1838.01,1838,162689341,162689341,1,KP,16h26m46.09s,246.69204,+51d02m28.08s,51.041133,-5.666,11.996,2458930.001,2.174693,2.705441,11445.10457,13.849968,1622.266138,1618.640026,12.423,575.889,6046.76,4.28918,1.25619,5/7/2020 18:04,5/9/2020 12:00
970,1839.01,1839,381714186,381714186,1,,13h07m19.95s,196.833111,+05d51m07.37s,5.852046,-12.937,-61.362,2458928.501,1.424817,1.444195,739.46888,2.470334,920.975578,1405.017644,10.2173,116.086,5382.69,4.55152,0.848099,5/7/2020 18:04,6/18/2020 12:00
971,184.01,184,300871545,300871545,1,FP,07h50m37.78s,117.657401,-70d32m00.46s,-70.533461,-14.67,33.139,2458327.377,4.817028,3.194467,23550.64063,23.899076,,,10.0433,247.441,6380,4.24852,1.40476,10/19/2018 23:49,3/4/2020 12:58
972,1840.01,1840,165987272,165987272,1,KP,13h03m55.64s,195.981836,+30d38m24.52s,30.640145,-5.106,15.64,2458929.002,7.844963,5.830411,6671.365651,13.937111,551.935296,1236.208688,9.8469,240.726,6266,4.08874,1.65137,5/7/2020 18:04,5/9/2020 12:00
973,1841.01,1841,168699373,168699373,1,KP,14h12m34.53s,213.14386,+47d00m53.22s,47.014783,-29.681,11.079,2458931.432,4.30138,3.169619,21785.35471,15.422717,269.830839,1033.695547,12.4474,347.85,5115.16,4.34437,1.033,5/7/2020 18:04,5/9/2020 12:00
974,1842.01,1842,404505029,404505029,1,,13h27m51.04s,201.962655,+09d01m50.32s,9.030644,-23.976,-7.518,2458933.336,19.148095,4.427072,3146.665703,12.684464,243.725924,1007.732305,9.26733,223.465,6115,3.87646,2.04983,5/7/2020 18:04,7/23/2020 12:00
975,1843.01,1843,258871793,258871793,1,,19h11m34.75s,287.894787,+66d19m41.03s,66.328065,0.744,-14.996,2458684.158,9.14692,4.042,8000,11.4569,152.595,979,12.6445,627.627,5954,4.26,1.28,5/7/2020 18:04,5/8/2020 12:00
