kepid,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,exoplanet
9872283,0,0,0,0,1.74610057,1.25e-05,-1.25e-05,131.7921,0.0054,-0.0054,0.032,0.443,-0.032,1.2990000000000002,0.203,-0.203,54.2,7.1,-7.1,1.24,0.79,-0.72,1689.0,1924.75,3897.44,-1618.7,9.2,2.0,4854.0,145.0,-116.0,3.939,0.637,-0.343,1.749,1.119,-1.017,281.45718,46.746471,13.884,1
7761918,0,0,0,0,89.1935737,0.00023,-0.00023,217.82184,0.00204,-0.00204,0.015,0.406,-0.015,4.0104,0.07200000000000001,-0.07200000000000001,868.0,23.2,-23.2,3.81,0.69,-0.62,483.0,12.83,6.63,-4.61,43.5,1.0,6071.0,134.0,-134.0,4.239,0.14300000000000002,-0.117,1.295,0.232,-0.211,294.7433200000001,43.461208,12.487,1
5731623,0,0,0,0,3.261759866,1.17e-06,-1.17e-06,131.778858,0.000322,-0.000322,0.949,0.035,-0.026,1.7593,0.0301,-0.0301,3880.0,32.2,-32.2,8.01,2.66,-0.89,1262.0,599.54,605.46,-194.11,190.4,1.0,6131.0,191.0,-234.0,4.497,0.054000000000000006,-0.229,0.945,0.315,-0.105,298.31674,40.996101,15.28,1
2975770,0,0,0,0,369.069345,0.00593,-0.00593,298.3962,0.011000000000000001,-0.011000000000000001,0.929,0.016,-0.66,5.832000000000002,0.324,-0.324,946.0,88.6,-88.6,3.07,0.11,-0.19,197.0,0.35,0.05,-0.06,11.7,2.0,4855.0,77.0,-87.0,4.542,0.056,-0.02,0.778,0.029,-0.047,287.73755,38.114559,14.521,1
10158418,0,0,0,0,5.007414194,1.16e-06,-1.16e-06,135.024066,0.00018,-0.00018,0.926,0.086,-0.006999999999999999,1.3584,0.0168,-0.0168,4410.0,28.3,-28.3,8.8,1.42,-0.71,1114.0,363.75,162.95,-82.45,196.6,1.0,5957.0,107.0,-131.0,4.417,0.063,-0.117,1.042,0.168,-0.084,297.6460600000001,47.167488,13.592,1
10153011,0,0,0,0,83.09708021,8.070000000000001e-05,-8.070000000000001e-05,162.935743,0.00081,-0.00081,0.993,0.135,-0.077,9.2639,0.0572,-0.0572,15900.0,78.0,-78.0,13.83,1.17,-1.07,329.0,2.78,0.95,-0.68,277.2,1.0,5286.0,174.0,-158.0,4.627,0.07,-0.045,0.636,0.054000000000000006,-0.049,296.0882,47.142891,15.678,0
3345675,0,0,0,0,120.003364,8.03e-05,-8.03e-05,250.137832,0.0005610000000000001,-0.0005610000000000001,0.78,0.025,-0.017,3.3803,0.033,-0.033,39600.0,543.0,-543.0,15.08,0.86,-1.17,240.0,0.78,0.21,-0.21,131.1,1.0,4315.0,142.0,-155.0,4.627,0.035,-0.028,0.6679999999999999,0.038,-0.052000000000000005,292.30069,38.402142,15.635,0
11904734,0,0,0,0,12.68173393,6.76e-06,-6.76e-06,132.68251899999998,0.000434,-0.000434,0.929,0.41,-0.028,1.6866,0.0283,-0.0283,5880.0,72.5,-72.5,7.25,0.67,-0.75,601.0,30.84,10.18,-8.61,102.8,1.0,4976.0,136.0,-136.0,4.577,0.071,-0.044,0.701,0.065,-0.07200000000000001,286.0528,50.256592,15.303,1
6705142,0,0,0,0,5.59728249,1.41e-05,-1.41e-05,131.86708000000002,0.00231,-0.00231,0.473,0.416,-0.269,1.795,0.0621,-0.0621,1410.0,54.2,-54.2,3.28,0.69,-0.3,930.0,176.53,116.59,-50.07,30.8,1.0,5610.0,177.0,-197.0,4.551,0.038,-0.142,0.858,0.181,-0.078,295.43436,42.166321,15.969,1
8651389,0,0,0,0,15.13590453,6.159999999999999e-05,-6.159999999999999e-05,146.58371,0.00346,-0.00346,0.46,0.025,-0.442,2.236,0.102,-0.102,256.0,15.3,-15.3,2.57,0.74,-0.75,933.0,179.16,159.28,-102.35,19.8,1.0,6050.0,190.0,-232.0,4.137,0.252,-0.168,1.5719999999999998,0.459,-0.459,299.9572100000001,44.771889,13.964,1
9729691,0,0,0,0,20.99757968,3.33e-05,-3.33e-05,132.05688999999998,0.0013,-0.0013,0.277,0.161,-0.277,2.454,0.0472,-0.0472,1130.0,27.0,-27.0,2.97,0.61,-0.43,582.0,27.2,18.29,-9.65,44.7,2.0,5211.0,181.0,-163.0,4.447,0.12,-0.18,0.895,0.18600000000000005,-0.129,298.60788,46.453678,14.548,1
6209677,0,0,0,0,2.53742164,1.27e-05,-1.27e-05,132.34623,0.0045,-0.0045,0.285,0.17,-0.285,1.5630000000000002,0.133,-0.133,105.0,9.7,-9.7,0.93,0.1,-0.06,1220.0,525.68,162.93,-96.27,12.8,2.0,5447.0,81.0,-81.0,4.481,0.053,-0.098,0.917,0.102,-0.063,293.30023,41.523338,14.8,1
9574614,0,0,0,0,0.982090079,1.57e-07,-1.57e-07,131.701452,0.00013000000000000002,-0.00013000000000000002,1.278,1.5730000000000002,-0.12,1.44892,0.00574,-0.00574,5400.0,8.8,-8.8,29.95,4.76,-2.79,1568.0,1426.18,728.36,-386.59,304.1,1.0,5472.0,163.0,-163.0,4.573,0.06,-0.097,0.742,0.118,-0.069,284.9671,46.27626,15.933,0
4365645,0,0,0,0,4.16787814,1.07e-05,-1.07e-05,135.28333999999998,0.00206,-0.00206,0.168,0.271,-0.168,2.2136,0.0649,-0.0649,168.0,5.9,-5.9,1.07,0.1,-0.04,962.0,202.48,51.07,-27.58,32.9,1.0,5251.0,73.0,-84.0,4.541,0.028,-0.083,0.847,0.075,-0.034,291.74838,39.44688,13.293,1
8396405,0,0,0,0,19.18109525,9.15e-05,-9.15e-05,141.37097,0.00364,-0.00364,0.006999999999999999,0.421,-0.006999999999999999,2.424,0.104,-0.104,865.0,55.7,-55.7,1.72,0.09,-0.1,513.0,16.42,4.31,-3.51,17.6,1.0,5214.0,172.0,-156.0,4.673,0.059,-0.027000000000000003,0.5870000000000001,0.031,-0.034,301.0857200000001,44.380192,15.73,1
8266276,0,0,0,0,2.59488443,1.06e-05,-1.06e-05,132.75658,0.00365,-0.00365,0.885,0.08,-0.638,1.6840000000000002,0.112,-0.112,592.0,46.4,-46.4,2.36,0.13,-0.24,1014.0,249.92,70.17,-72.49,14.9,1.0,4748.0,172.0,-153.0,4.526,0.071,-0.038,0.797,0.043,-0.08,301.4693,44.159649,15.72,1
10015937,0,0,0,0,59.6585348,0.000558,-0.000558,168.08764,0.00603,-0.00603,0.956,0.003,-0.675,5.5139999999999985,0.353,-0.353,1040.0,55.8,-55.8,3.59,0.3,-0.17,393.0,5.66,1.41,-0.81,21.2,1.0,5243.0,84.0,-73.0,4.547,0.028,-0.077,0.831,0.069,-0.04,293.6441700000001,46.989761,15.742,1
9836959,0,0,0,0,105.0145774,0.000485,-0.000485,228.94455,0.0037,-0.0037,0.954,0.046,-0.675,7.426,0.317,-0.317,296.0,9.8,-9.8,2.29,0.32,-0.28,406.0,6.44,2.52,-1.88,33.9,1.0,5868.0,105.0,-117.0,4.363,0.115,-0.103,1.042,0.14400000000000002,-0.129,294.27728,46.675282,12.9,1
7750419,0,0,0,0,32.7737631,0.000179,-0.000179,151.44352,0.00463,-0.00463,0.971,0.008,-0.687,3.4160000000000004,0.241,-0.241,565.0,28.8,-28.8,5.0,0.78,-1.17,686.0,52.22,21.88,-23.25,21.7,1.0,5640.0,84.0,-76.0,4.0760000000000005,0.203,-0.087,1.534,0.24,-0.36,290.88232,43.47176,14.758,1
7522911,0,0,0,0,20.4998763,0.000172,-0.000172,131.82068,0.006640000000000001,-0.006640000000000001,0.943,0.0,-0.7,6.501,0.142,-0.142,438.0,22.8,-22.8,2.8,0.92,-0.31,731.0,67.67,65.55,-21.1,21.1,1.0,6249.0,174.0,-217.0,4.428,0.067,-0.202,1.0759999999999998,0.353,-0.118,290.32651,43.12183,15.442,1
7386827,0,0,0,0,10.4188915,2.39e-05,-2.39e-05,137.74971000000002,0.00193,-0.00193,0.856,0.051,-0.594,3.0069,0.0485,-0.0485,670.0,18.5,-18.5,3.17,0.93,-0.57,855.0,126.48,111.61,-51.22,42.1,1.0,5692.0,173.0,-173.0,4.36,0.132,-0.198,1.064,0.311,-0.191,298.01443,42.957458,14.86,1
6049190,0,0,0,0,70.468171,0.000268,-0.000268,189.15822,0.00345,-0.00345,0.031,0.433,-0.031,6.653,0.12,-0.12,922.0,23.9,-23.9,3.46,1.11,-0.37,511.0,16.17,14.92,-4.98,45.0,1.0,6461.0,158.0,-225.0,4.396,0.067,-0.202,1.131,0.363,-0.121,293.87988,41.393822,14.811,1
5531953,0,0,0,0,21.9139549,0.000212,-0.000212,148.52143999999996,0.00722,-0.00722,1.2,70.91,-5.452000000000001,3.2710000000000004,0.426,-0.426,584.0,64.0,-64.0,10.39,1.14,-1.38,303.0,2.01,0.66,-0.64,11.8,3.0,3638.0,72.0,-87.0,4.8439999999999985,0.049,-0.055,0.42,0.046,-0.056,291.285,40.730049,15.855,1
5531953,0,0,0,0,3.53105835,1.88e-05,-1.88e-05,134.3171,0.00376,-0.00376,1.213,59.41,-2.797,1.778,0.225,-0.225,311.0,33.1,-33.1,10.61,1.16,-1.42,558.0,22.83,7.57,-7.26,11.7,4.0,3638.0,72.0,-87.0,4.8439999999999985,0.049,-0.055,0.42,0.046,-0.056,291.285,40.730049,15.855,1
5531953,0,0,0,0,1.992812339,7.83e-06,-7.83e-06,131.70565,0.00307,-0.00307,1.127,15.76,-0.104,2.066,0.177,-0.177,315.0,22.8,-22.8,6.81,0.75,-0.9,675.0,48.82,16.18,-15.53,16.8,2.0,3638.0,72.0,-87.0,4.8439999999999985,0.049,-0.055,0.42,0.046,-0.056,291.285,40.730049,15.855,1
5531953,0,0,0,0,6.93910337,3.06e-05,-3.06e-05,138.33927,0.00349,-0.00349,0.966,0.043,-0.731,2.977,0.133,-0.133,615.0,28.6,-28.6,1.41,0.16,-0.19,445.0,9.28,3.07,-2.96,22.9,1.0,3638.0,72.0,-87.0,4.8439999999999985,0.049,-0.055,0.42,0.046,-0.056,291.285,40.730049,15.855,1
5360920,0,0,0,0,14.62399621,3.96e-05,-3.96e-05,144.45526999999996,0.00225,-0.00225,1.209,68.34,-0.056,2.193,0.134,-0.134,1080.0,53.7,-53.7,21.92,5.02,-2.02,681.0,50.91,34.67,-13.74,25.0,1.0,5753.0,155.0,-172.0,4.57,0.038,-0.152,0.815,0.187,-0.075,291.33719,40.558201,15.789,0
5195172,0,0,0,0,1.480283464,6.17e-06,-6.17e-06,134.37254,0.00325,-0.00325,0.058,0.392,-0.058,2.486,0.108,-0.108,60.5,3.3,-3.3,0.97,0.16,-0.17,1822.0,2597.27,1166.42,-977.2,21.3,1.0,5897.0,105.0,-117.0,4.25,0.156,-0.104,1.259,0.204,-0.224,294.11307,40.362968,13.522,1
5184709,0,0,0,0,10.57910009,3.3600000000000004e-05,-3.3600000000000004e-05,141.07251000000005,0.00275,-0.00275,0.404,0.052000000000000005,-0.404,1.4553,0.0936,-0.0936,329.0,22.5,-22.5,2.03,0.61,-0.26,929.0,175.79,155.88,-63.12,17.9,1.0,6323.0,174.0,-261.0,4.418,0.062,-0.188,1.093,0.329,-0.141,291.12006,40.333988,14.572,1
5008501,0,0,0,0,0.968026356,1.01e-06,-1.01e-06,131.75616200000002,0.0008640000000000001,-0.0008640000000000001,0.055,0.4,-0.055,0.7143,0.0365,-0.0365,213.0,8.9,-8.9,1.78,0.51,-0.18,2167.0,5205.91,4263.06,-1489.04,32.6,1.0,6469.0,154.0,-193.0,4.385,0.06,-0.18,1.193,0.342,-0.122,291.0197100000001,40.17758900000001,14.479,0
4830605,0,0,0,0,35.636402200000006,0.000372,-0.000372,164.17496,0.00799,-0.00799,0.654,0.059,-0.477,4.888,0.301,-0.301,453.0,34.3,-34.3,1.99,0.48,-0.17,537.0,19.62,14.12,-5.14,15.7,1.0,5926.0,160.0,-178.0,4.532,0.042,-0.168,0.887,0.21600000000000005,-0.077,290.24103,39.96801,15.614,1
4650733,0,0,0,0,29.5390897,0.000198,-0.000198,143.91607,0.0049700000000000005,-0.0049700000000000005,0.213,0.224,-0.213,4.1389999999999985,0.151,-0.151,403.0,25.1,-25.1,2.51,0.79,-0.28,714.0,61.49,55.58,-20.02,18.8,1.0,6572.0,160.0,-251.0,4.365,0.065,-0.208,1.238,0.39,-0.139,290.49316,39.785519,15.111,1
4471747,0,0,0,0,51.390145200000006,0.0006219999999999999,-0.0006219999999999999,145.3192,0.01,-0.01,0.946,0.002,-0.654,5.995,0.213,-0.213,494.0,37.6,-37.6,3.62,0.63,-0.45,570.0,24.98,11.29,-7.01,15.4,1.0,6074.0,81.0,-90.0,4.284,0.103,-0.126,1.2919999999999998,0.224,-0.163,293.62592,39.50631,15.03,1
11337141,0,0,0,0,4.04355245,1.26e-05,-1.26e-05,131.62995,0.00265,-0.00265,0.984,0.049,-0.705,1.965,0.16,-0.16,416.0,22.0,-22.0,1.75,0.14,-0.09,613.0,33.34,8.66,-5.82,21.2,1.0,3871.0,77.0,-84.0,4.744,0.021,-0.053,0.532,0.042,-0.027000000000000003,284.13287,49.142609,14.963,1
11177543,0,0,0,0,38.3262237,0.000273,-0.000273,142.08401,0.00519,-0.00519,0.963,0.001,-0.698,3.073,0.123,-0.123,392.0,30.2,-30.2,2.43,0.15,-0.24,480.0,12.56,2.47,-2.92,15.0,1.0,5229.0,78.0,-78.0,4.441,0.105,-0.042,0.903,0.056,-0.08800000000000001,284.13263,48.825119,14.31,1
11153121,0,0,0,0,6.33027476,7.170000000000001e-05,-7.170000000000001e-05,133.86213,0.00807,-0.00807,0.3288,0.1072,-0.3286,3.67,0.277,-0.277,89.2,9.8,-9.8,1.02,0.38,-0.15,1046.0,283.31,316.95,-100.51,9.8,3.0,5900.0,173.0,-188.0,4.363,0.114,-0.25,1.07,0.4,-0.153,298.29495,48.77545900000001,14.167,1
11046025,0,0,0,0,3.72020708,1.76e-05,-1.76e-05,133.41683999999998,0.00371,-0.00371,0.341,0.104,-0.341,1.892,0.118,-0.118,157.0,12.2,-12.2,0.99,0.09,-0.11,954.0,195.7,69.88,-57.88,15.0,1.0,5017.0,151.0,-151.0,4.516,0.08800000000000001,-0.08800000000000001,0.797,0.078,-0.086,298.46579,48.55941,14.293,1
9084778,0,0,0,0,0.592243731,9e-08,-9e-08,131.654831,0.000124,-0.000124,0.986,0.048,-0.054000000000000006,1.386,0.0156,-0.0156,3990.0,18.2,-18.2,6.77,0.51,-0.52,1551.0,1361.22,410.79,-331.29,303.8,1.0,4920.0,146.0,-146.0,4.664,0.056,-0.032,0.591,0.045,-0.045,290.28094,45.46426,15.653,1
9017682,0,0,0,0,11.30507984,6.929999999999999e-05,-6.929999999999999e-05,138.13638,0.00509,-0.00509,0.195,0.264,-0.195,3.989,0.157,-0.157,278.0,16.4,-16.4,1.4,0.39,-0.13,744.0,72.67,58.79,-20.24,19.5,1.0,5705.0,152.0,-186.0,4.556,0.034,-0.195,0.8440000000000001,0.233,-0.078,290.25964,45.388409,15.152,1
6975129,0,0,0,0,37.8404232,0.000266,-0.000266,146.77624,0.00572,-0.00572,0.211,0.233,-0.211,6.408,0.165,-0.165,233.0,10.5,-10.5,1.76,0.31,-0.1,607.0,32.14,15.12,-6.04,23.7,3.0,6243.0,99.0,-136.0,4.4060000000000015,0.026,-0.136,1.149,0.201,-0.067,298.39575,42.459751,12.949000000000002,1
6543893,0,0,0,0,3.80675878,4.89e-05,-4.89e-05,133.7492,0.00924,-0.00924,0.26,0.195,-0.26,2.092,0.218,-0.218,232.0,25.8,-25.8,2.75,0.45,-0.62,1574.0,1449.04,623.13,-626.79,10.4,3.0,6068.0,82.0,-82.0,4.04,0.182,-0.112,1.797,0.295,-0.406,297.58313,41.952431,15.767,1
6543893,0,0,0,0,5.93919041,3.06e-05,-3.06e-05,353.75537,0.00367,-0.00367,0.107,0.337,-0.107,2.285,0.115,-0.115,425.0,29.1,-29.1,3.7,0.61,-0.84,1357.0,801.92,344.85,-346.87,15.9,2.0,6068.0,82.0,-82.0,4.04,0.182,-0.112,1.797,0.295,-0.406,297.58313,41.952431,15.767,1
7287683,0,0,0,0,69.8347983,0.000306,-0.000306,168.78436000000005,0.00372,-0.00372,0.672,0.233,-0.417,8.262,0.108,-0.108,267.0,6.6,-6.6,3.51,0.92,-0.76,765.0,80.97,63.22,-38.95,46.8,1.0,7732.0,214.0,-322.0,4.075,0.135,-0.165,2.022,0.5329999999999999,-0.436,293.54889,42.888859,12.02,1
4276716,0,0,0,0,20.6654374,0.000179,-0.000179,132.01228999999998,0.006509999999999999,-0.006509999999999999,0.05,0.417,-0.05,3.172,0.21,-0.21,100.0,8.4,-8.4,0.66,0.03,-0.04,487.0,13.35,2.41,-2.34,13.6,1.0,4830.0,96.0,-96.0,4.605,0.042,-0.021,0.6759999999999999,0.03,-0.037000000000000005,294.99023,39.346378,11.759,1
9015738,0,0,0,0,34.775371,0.00127,-0.00127,162.2065,0.0284,-0.0284,0.4758,0.0127,-0.4755,2.93,1.2,-1.2,38.8,14.9,-14.9,0.67,0.11,-0.04,582.0,27.11,12.1,-4.88,5.7,2.0,6028.0,96.0,-138.0,4.459,0.025,-0.135,1.047,0.173,-0.054000000000000006,289.50635,45.370998,11.538,0
6268648,0,0,0,0,20.605501,0.000259,-0.000259,146.5069,0.0102,-0.0102,0.705,0.257,-0.477,3.793,0.302,-0.302,37.1,3.6,-3.6,0.85,0.04,-0.03,806.0,99.53,14.09,-13.04,11.1,4.0,6099.0,79.0,-85.0,4.1930000000000005,0.016,-0.018000000000000002,1.308,0.054000000000000006,-0.054000000000000006,285.47659,41.632717,11.049,1
6268648,0,0,0,0,94.094392,0.00305,-0.00305,196.7503,0.0333,-0.0333,0.32,0.119,-0.32,10.833,0.606,-0.606,46.6,4.6,-4.6,0.9,0.04,-0.03,486.0,13.14,1.86,-1.72,10.6,2.0,6099.0,79.0,-85.0,4.1930000000000005,0.016,-0.018000000000000002,1.308,0.054000000000000006,-0.054000000000000006,285.47659,41.632717,11.049,0
10055126,0,0,0,0,232.040326,0.0069,-0.0069,262.2531,0.0265,-0.0265,0.61,0.341,-0.388,12.235,0.765,-0.765,291.0,21.9,-21.9,2.05,0.33,-0.29,327.0,2.71,1.2,-0.88,15.2,3.0,5903.0,106.0,-117.0,4.3,0.15,-0.1,1.156,0.185,-0.166,282.0612799999999,47.085491,13.797,1
4860678,0,0,0,0,3.03359398,3.5600000000000005e-05,-3.5600000000000005e-05,133.08355,0.007809999999999998,-0.007809999999999998,0.023,0.433,-0.022,4.026,0.224,-0.224,95.6,8.8,-8.8,1.55,0.25,-0.39,1529.0,1294.06,544.64,-613.37,12.3,2.0,5557.0,83.0,-72.0,4.037,0.21,-0.09,1.616,0.254,-0.413,297.79691,39.921371,14.943,1
4860678,0,0,0,0,9.97716876,8.02e-05,-8.02e-05,137.2361,0.00549,-0.00549,0.002,0.448,-0.002,5.908,0.22,-0.22,253.0,12.7,-12.7,2.53,0.4,-0.65,1028.0,263.89,111.06,-125.08,21.8,1.0,5557.0,83.0,-72.0,4.037,0.21,-0.09,1.616,0.254,-0.413,297.79691,39.921371,14.943,1
5039228,0,0,0,0,7.79668781,2.07e-05,-2.07e-05,134.42081000000002,0.0022,-0.0022,0.005,0.426,-0.005,4.6699,0.0639,-0.0639,361.0,8.7,-8.7,2.44,0.49,-0.13,1116.0,366.42,199.97,-65.89,48.5,1.0,6521.0,117.0,-143.0,4.352,0.025,-0.136,1.276,0.255,-0.068,298.36884,40.173424,12.681,1
10028140,0,0,0,0,19.65639342,6.99e-05,-6.99e-05,140.29936999999998,0.00266,-0.00266,0.955,0.004,-0.664,3.2260000000000004,0.215,-0.215,843.0,37.3,-37.3,2.83,0.43,-0.22,549.0,21.5,10.59,-5.23,25.5,1.0,5288.0,159.0,-143.0,4.613,0.036000000000000004,-0.09,0.74,0.112,-0.06,297.73984,46.94191,15.372,1
5542466,0,0,0,0,4.74666128,2.78e-05,-2.78e-05,134.63783999999998,0.00478,-0.00478,0.441,0.047,-0.414,2.093,0.156,-0.156,257.0,23.3,-23.3,1.3,0.04,-0.09,865.0,132.4,18.14,-26.2,12.5,3.0,4915.0,78.0,-88.0,4.512,0.07200000000000001,-0.022,0.812,0.027000000000000003,-0.058,294.36487,40.720879,15.674,1
5542466,0,0,0,0,2.35574505,1.02e-05,-1.02e-05,177.88824,0.00323,-0.00323,0.5,0.023,-0.458,1.796,0.115,-0.115,267.0,18.0,-18.0,1.34,0.04,-0.1,1093.0,338.4,46.37,-66.96,17.0,2.0,4915.0,78.0,-88.0,4.512,0.07200000000000001,-0.022,0.812,0.027000000000000003,-0.058,294.36487,40.720879,15.674,1
5542466,0,0,0,0,12.89006728,6.01e-05,-6.01e-05,201.22989,0.00325,-0.00325,0.08199999999999999,0.36,-0.08199999999999999,3.555,0.117,-0.117,603.0,27.1,-27.1,1.93,0.06,-0.14,620.0,34.99,4.8,-6.92,23.6,1.0,4915.0,78.0,-88.0,4.512,0.07200000000000001,-0.022,0.812,0.027000000000000003,-0.058,294.36487,40.720879,15.674,1
9932970,0,0,0,0,52.971584,0.000106,-0.000106,159.06108999999995,0.0016,-0.0016,1.259,6.987,-0.893,3.4632,0.0815,-0.0815,3880.0,88.0,-88.0,29.02,3.78,-2.76,402.0,6.19,2.83,-1.71,51.4,1.0,5204.0,174.0,-158.0,4.55,0.052000000000000005,-0.084,0.789,0.103,-0.075,281.61887,46.814201,15.7,0
4918309,0,0,0,0,186.4361811,0.000489,-0.000489,146.91825,0.00207,-0.00207,0.921,0.024,-0.014,5.774,0.157,-0.157,4350.0,114.0,-114.0,11.32,1.8,-3.35,353.0,3.66,1.55,-1.93,66.5,1.0,5393.0,80.0,-64.0,4.132,0.28,-0.12,1.37,0.218,-0.405,290.12857,40.021832,15.402,1
7939330,0,0,0,0,29.5422566,0.000296,-0.000296,137.57837,0.008709999999999999,-0.008709999999999999,0.959,0.011,-0.008,13.902,0.522,-0.522,880.0,33.1,-33.1,3.15,0.73,-0.25,515.0,16.56,11.85,-3.95,39.5,1.0,5510.0,166.0,-149.0,4.572,0.038,-0.152,0.8029999999999999,0.188,-0.063,282.43918,43.734482,15.481,1
10028792,0,0,0,0,8.9772888,0.000145,-0.000145,133.44748,0.00961,-0.00961,0.7020000000000001,0.269,-0.5,4.72,0.31,-0.31,97.5,10.0,-10.0,1.79,0.15,-0.13,1113.0,362.75,100.8,-72.55,10.3,4.0,5597.0,112.0,-101.0,3.963,0.054000000000000006,-0.045,1.699,0.147,-0.123,297.91687,46.96513,14.6,1
10028792,0,0,0,0,5.83393857,2.24e-05,-2.24e-05,132.63426,0.00304,-0.00304,0.398,0.045,-0.398,4.5813,0.0845,-0.0845,134.0,8.1,-8.1,1.98,0.18,-0.14,1285.0,642.83,178.64,-128.56,17.6,3.0,5597.0,112.0,-101.0,3.963,0.054000000000000006,-0.045,1.699,0.147,-0.123,297.91687,46.96513,14.6,1
5031857,0,0,0,0,7.136922,1.63e-05,-1.63e-05,131.75316999999998,0.00185,-0.00185,0.07200000000000001,0.321,-0.07200000000000001,2.8005,0.0496,-0.0496,222.0,10.6,-10.6,1.38,0.43,-0.15,956.0,197.05,184.99,-58.72,23.7,2.0,6086.0,182.0,-200.0,4.511,0.052000000000000005,-0.221,0.921,0.28800000000000003,-0.096,296.84616,40.138611,14.373,1
5031857,0,0,0,0,24.81097206,1.93e-05,-1.93e-05,156.506971,0.000615,-0.000615,0.039,0.35,-0.039,3.2245,0.0297,-0.0297,2090.0,18.5,-18.5,4.22,1.32,-0.44,631.0,37.43,35.14,-11.15,123.9,1.0,6086.0,182.0,-200.0,4.511,0.052000000000000005,-0.221,0.921,0.28800000000000003,-0.096,296.84616,40.138611,14.373,1
5219234,0,0,0,0,3.20539622,1.4e-05,-1.4e-05,354.63069,0.0033200000000000005,-0.0033200000000000005,0.512,0.004,-0.477,2.143,0.0947,-0.0947,454.0,24.7,-24.7,1.7,0.11,-0.08,1000.0,236.11,53.42,-39.21,20.6,3.0,5103.0,101.0,-101.0,4.562,0.032,-0.048,0.787,0.051,-0.039,299.22433,40.343182,15.812,1
5308663,0,0,0,0,20.0679247,0.000276,-0.000276,150.7703,0.0115,-0.0115,0.8490000000000001,0.104,-0.628,5.2360000000000015,0.228,-0.228,482.0,35.3,-35.3,2.25,0.66,-0.21,662.0,45.49,40.49,-13.81,13.8,2.0,5997.0,189.0,-231.0,4.522,0.05,-0.2,0.904,0.264,-0.08800000000000001,299.556,40.456551,15.59,1
8046659,0,0,0,0,31.56904354,2.29e-05,-2.29e-05,158.29983,0.000587,-0.000587,0.985,1.415,-0.038,2.6364,0.03,-0.03,4230.0,44.8,-44.8,11.18,3.01,-2.01,575.0,25.83,21.0,-10.42,113.6,1.0,5654.0,169.0,-169.0,4.387,0.132,-0.182,0.998,0.269,-0.179,297.41965,43.876579,15.042,0
7984047,0,0,0,0,77.63424586,6e-05,-6e-05,417.153212,0.000517,-0.000517,0.113,0.118,-0.113,4.1002,0.0259,-0.0259,16600.0,102.0,-102.0,9.4,0.67,-0.92,325.0,2.65,0.85,-0.79,185.5,1.0,4812.0,172.0,-172.0,4.548,0.066,-0.039,0.755,0.054000000000000006,-0.07400000000000001,298.92593,43.75037,15.915,1
8053552,0,0,0,0,29.48106127,9.6e-06,-9.6e-06,134.22446000000002,0.000261,-0.000261,0.983,0.099,-0.053,3.6636,0.0234,-0.0234,11900.0,48.3,-48.3,16.61,4.49,-3.01,571.0,25.1,20.52,-10.19,332.0,1.0,5631.0,169.0,-169.0,4.41,0.171,-0.209,0.901,0.244,-0.163,299.05585,43.897202,15.135,0
5283458,0,0,0,0,30.69395532,1.56e-05,-1.56e-05,365.665214,0.00035800000000000003,-0.00035800000000000003,0.001,0.18600000000000005,-0.001,2.9512,0.0166,-0.0166,18100.0,109.0,-109.0,13.72,4.37,-1.45,614.0,33.69,32.59,-10.67,196.6,1.0,6137.0,193.0,-236.0,4.46,0.054000000000000006,-0.202,1.018,0.324,-0.108,294.2009,40.455959,15.673,1
5475431,0,0,0,0,0.917568975,5.1e-07,-5.1e-07,133.93241899999998,0.000454,-0.000454,0.667,0.057,-0.33,2.0654,0.0716,-0.0716,15800.0,161.0,-161.0,11.92,2.89,-0.96,1748.0,2197.57,1578.95,-572.78,128.1,1.0,5713.0,154.0,-188.0,4.541,0.031,-0.168,0.893,0.217,-0.07200000000000001,298.5137,40.639622,14.456,0
9872292,0,0,0,0,10.19154678,7.809999999999999e-05,-7.809999999999999e-05,136.69755,0.00647,-0.00647,0.659,0.274,-0.4370000000000001,6.165,0.14300000000000002,-0.14300000000000002,61.3,2.5,-2.5,1.39,0.09,-0.05,1144.0,404.17,77.0,-47.2,27.6,1.0,6212.0,80.0,-74.0,4.049,0.013,-0.015,1.6840000000000002,0.107,-0.063,281.46173,46.789894,11.74,1
7768451,0,0,0,0,192.667139,0.00102,-0.00102,162.87962,0.0042,-0.0042,0.911,0.018000000000000002,-0.625,5.443,0.168,-0.168,1150.0,49.5,-49.5,3.64,0.37,-0.27,283.0,1.52,0.47,-0.32,26.0,1.0,5401.0,107.0,-107.0,4.487,0.065,-0.071,0.878,0.08800000000000001,-0.066,296.6713,43.49839,14.879,1
